filename,Offset-raw,arg1,arg2
P1B-045_Sam_McAughtry,and,"uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died",There had been a gas leak in the gasworks on the Ormeau Road
P1B-045_Sam_McAughtry,and,"uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died",There had been a gas leak in the gasworks on the Ormeau Road
P1B-045_Sam_McAughtry,and,I 'm from such and such a shop,What would you like me to bring you she would tell us the order We 'd go back to the shop pack it up in a basket and carry it out and deliver it to her
P1B-045_Sam_McAughtry,and,I 'm from such and such a shop,What would you like me to bring you she would tell us the order We 'd go back to the shop pack it up in a basket and carry it out and deliver it to her
P1B-045_Sam_McAughtry,and,"When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week",lots of the people round our district got their husbands to sign for this half a crown deposit
P1B-045_Sam_McAughtry,and,"When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week",lots of the people round our district got their husbands to sign for this half a crown deposit
P1B-045_Sam_McAughtry,and,"When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week",lots of the people round our district got their husbands to sign for this half a crown deposit
P1B-045_Sam_McAughtry,and,"When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week",lots of the people round our district got their husbands to sign for this half a crown deposit
P1B-045_Sam_McAughtry,and,"When hire purchase came in, uh in nineteen thirty-four thirty-five, and offers were made for half a crown down you can buy a, a radio set, this is when the electrical radios or the the dry battery, was beginning to give way to the electric radio uh, they offered these sets at half a crown down and so much a week",lots of the people round our district got their husbands to sign for this half a crown deposit
P1B-045_Sam_McAughtry,and,And paid a half a crown got the radio set and of course they couldn't keep up the payments,the whole district was was aloud with noise
P1B-045_Sam_McAughtry,and,"You know the, they talk about the hills are alive with the sound of music well the streets were alive with these radios",uh and they came around and took them all away from them again because they couldn't keep up their payments
P1B-045_Sam_McAughtry,and,It just had a little square hallway about five feet square,"you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,and,It just had a little square hallway about five feet square,"you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,and,It just had a little square hallway about five feet square,"you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,and,It just had a little square hallway about five feet square,"you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,and,It just had a little square hallway about five feet square,"you, uh the the stairs ran right into the hallway, so that if you ran too fast down the stairs it just took one step and you were out into the street"
P1B-045_Sam_McAughtry,because,d pinched it,"when the fire needed coal, it was a certainty that if uh my mother ordered me to go out and get a shovel of coal, and I had a good seat beside the fire when I came back with the shovel of coal somebody"
P1B-045_Sam_McAughtry,because,and because there wasn't work for us,we weren't all that privileged
P1B-045_Sam_McAughtry,because,and because there wasn't work for us,we weren't all that privileged
P1B-045_Sam_McAughtry,because,There was plenty of work for boys incidentally,"as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre"
